convert_TF,touch1,touch2,touch3,touch4,touch5,tier
False,referral,email,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,email,referral,,3
False,referral,referral,,,,3
False,referral,email,referral,,,3
False,email,email,referral,,,3
False,referral,referral,display,,,3
False,referral,,,,,3
False,referral,email,referral,,,3
False,referral,display,referral,referral,referral,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,,,3
False,referral,referral,referral,referral,,3
False,paid_search,,,,,3
False,referral,referral,,,,3
False,email,referral,email,social,referral,3
False,social,social,referral,,,3
False,referral,referral,referral,social,referral,3
False,referral,social,,,,3
False,referral,display,referral,,,3
False,referral,referral,,,,3
False,social,referral,,,,3
False,referral,referral,referral,referral,,3
False,referral,social,,,,3
False,referral,referral,,,,3
False,referral,social,social,referral,,3
False,referral,display,referral,referral,referral,3
False,referral,referral,referral,referral,,3
False,display,referral,referral,,,3
False,referral,display,referral,,,3
False,referral,email,social,,,3
False,referral,email,referral,,,3
False,referral,paid_search,social,,,3
False,referral,referral,referral,,,3
False,referral,referral,display,referral,referral,3
False,display,,,,,3
False,referral,referral,referral,,,3
False,email,referral,referral,,,3
False,social,,,,,3
False,display,referral,,,,3
False,referral,,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,email,referral,3
False,referral,referral,referral,,,3
False,referral,referral,paid_search,referral,referral,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,email,,,,3
False,referral,referral,display,referral,referral,3
False,referral,social,display,,,3
False,paid_search,referral,referral,,,3
False,referral,referral,referral,,,3
False,social,display,referral,,,3
False,social,referral,social,,,3
False,referral,email,referral,,,3
False,referral,display,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,referral,3
False,referral,,,,,3
False,referral,display,display,,,3
False,display,referral,referral,,,3
False,referral,social,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,,3
False,referral,social,referral,referral,referral,3
False,email,referral,,,,3
False,social,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,display,referral,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,paid_search,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,display,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,social,referral,referral,,3
False,display,referral,referral,,,3
False,referral,social,referral,,,3
False,social,social,referral,paid_search,referral,3
False,referral,referral,social,referral,referral,3
False,referral,referral,referral,,,3
False,referral,paid_search,referral,,,3
False,referral,,,,,3
False,email,display,email,referral,,3
False,referral,referral,,,,3
False,referral,social,referral,,,3
False,social,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,social,referral,,3
False,referral,referral,,,,3
False,referral,referral,display,referral,,3
False,paid_search,referral,,,,3
False,social,display,referral,,,3
False,email,referral,referral,social,referral,3
False,referral,referral,referral,referral,,3
False,referral,social,email,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,social,referral,referral,paid_search,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,social,referral,email,referral,3
False,referral,display,email,referral,,3
False,display,referral,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,email,referral,3
False,referral,social,referral,,,3
False,referral,paid_search,referral,referral,,3
False,referral,referral,,,,3
False,referral,email,,,,3
False,referral,,,,,3
False,referral,referral,organic_search,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,email,referral,referral,referral,referral,3
False,social,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,paid_search,display,referral,,,3
False,referral,referral,social,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,display,3
False,referral,,,,,3
False,referral,referral,display,referral,,3
False,referral,referral,,,,3
False,referral,referral,social,,,3
False,display,referral,referral,,,3
False,referral,referral,referral,referral,social,3
False,referral,referral,referral,referral,,3
False,referral,referral,display,referral,display,3
False,referral,referral,paid_search,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,email,display,referral,,3
False,referral,email,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,social,referral,,,3
False,referral,referral,,,,3
False,display,,,,,3
False,referral,referral,,,,3
False,referral,display,email,referral,,3
False,social,referral,,,,3
False,referral,referral,,,,3
False,social,referral,,,,3
False,referral,referral,social,referral,,3
False,referral,display,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,paid_search,display,,,3
False,social,referral,referral,,,3
False,referral,,,,,3
False,display,referral,referral,,,3
False,referral,referral,social,,,3
False,referral,email,referral,referral,,3
False,referral,referral,referral,email,,3
False,email,referral,email,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,display,referral,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,email,referral,,,3
False,referral,social,email,display,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,display,display,referral,,3
False,referral,display,social,referral,,3
False,referral,email,referral,referral,,3
False,referral,display,social,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,email,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,social,referral,,3
False,referral,referral,,,,3
False,referral,social,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,display,email,referral,,,3
False,referral,display,display,referral,,3
False,social,display,referral,,,3
False,referral,social,display,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,display,referral,referral,,3
False,social,referral,,,,3
False,referral,referral,referral,,,3
False,referral,paid_search,,,,3
False,referral,referral,referral,,,3
False,referral,social,referral,,,3
False,referral,email,referral,,,3
False,referral,paid_search,referral,,,3
False,referral,referral,referral,,,3
False,referral,display,social,referral,referral,3
False,referral,,,,,3
False,referral,display,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,social,display,referral,referral,3
False,referral,referral,referral,referral,,3
False,referral,,,,,3
False,display,social,referral,,,3
False,referral,,,,,3
False,display,referral,referral,,,3
False,referral,referral,referral,,,3
False,display,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,social,referral,referral,organic_search,referral,3
False,referral,,,,,3
False,social,email,referral,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,paid_search,referral,referral,,,3
False,referral,referral,,,,3
False,email,referral,,,,3
False,referral,referral,,,,3
False,display,referral,referral,,,3
False,referral,referral,social,,,3
False,referral,referral,referral,,,3
False,referral,email,referral,,,3
False,referral,referral,display,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,social,referral,display,referral,referral,3
False,referral,referral,,,,3
False,referral,referral,email,,,3
False,referral,referral,display,referral,,3
False,referral,referral,,,,3
False,social,display,referral,referral,referral,3
False,social,referral,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,social,referral,referral,referral,3
False,referral,,,,,3
False,referral,referral,,,,3
False,paid_search,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,display,referral,social,referral,3
False,referral,referral,,,,3
False,referral,social,,,,3
False,referral,referral,display,,,3
False,display,,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,display,,,3
False,social,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,paid_search,referral,,,3
False,referral,display,referral,,,3
False,referral,,,,,3
False,referral,display,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,,,3
False,referral,,,,,3
False,social,referral,referral,,,3
False,referral,,,,,3
False,referral,social,referral,,,3
False,referral,display,,,,3
False,referral,paid_search,referral,,,3
False,referral,referral,,,,3
False,display,referral,referral,referral,referral,3
False,email,email,referral,,,3
False,referral,email,social,referral,,3
False,referral,referral,,,,3
False,referral,referral,paid_search,,,3
False,social,referral,referral,,,3
False,display,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,social,,,3
False,referral,paid_search,referral,,,3
False,social,,,,,3
False,referral,referral,social,email,referral,3
False,referral,,,,,3
False,paid_search,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,social,email,referral,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,social,referral,,3
False,display,display,referral,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,display,referral,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,email,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,display,referral,,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,referral,,3
False,referral,referral,,,,3
False,paid_search,referral,referral,,,3
False,referral,referral,display,social,referral,3
False,referral,paid_search,referral,,,3
False,referral,referral,referral,referral,social,3
False,referral,referral,paid_search,display,referral,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,referral,social,3
False,referral,,,,,3
False,display,referral,referral,,,3
False,display,referral,,,,3
False,referral,referral,referral,display,referral,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,display,referral,,3
False,email,referral,paid_search,referral,referral,3
False,referral,referral,referral,referral,,3
False,display,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,display,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,display,referral,,,3
False,referral,display,referral,,,3
False,referral,referral,display,referral,referral,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,display,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,display,referral,,3
False,social,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,display,,3
False,referral,referral,,,,3
False,email,display,referral,referral,,3
False,social,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,paid_search,referral,,,3
False,referral,,,,,3
False,referral,referral,display,social,referral,3
False,referral,paid_search,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,display,,3
False,display,referral,referral,,,3
False,referral,,,,,3
False,social,social,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,display,display,referral,,3
False,email,referral,referral,,,3
False,referral,,,,,3
False,referral,email,,,,3
False,social,referral,referral,referral,,3
False,referral,social,referral,referral,,3
False,social,social,referral,,,3
False,referral,referral,,,,3
False,referral,social,,,,3
False,display,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,email,referral,referral,referral,,3
False,referral,social,referral,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,display,referral,social,referral,3
False,referral,referral,referral,referral,,3
False,referral,paid_search,referral,referral,,3
False,referral,referral,display,referral,,3
False,referral,referral,,,,3
False,referral,email,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,social,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,display,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,social,paid_search,,,3
False,referral,social,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,email,referral,,,,3
False,referral,paid_search,referral,referral,,3
False,referral,referral,referral,referral,referral,3
False,display,referral,referral,,,3
False,display,social,referral,,,3
False,email,referral,,,,3
False,referral,referral,referral,,,3
False,display,social,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,social,referral,,,3
False,referral,referral,,,,3
False,referral,display,referral,,,3
False,referral,display,referral,referral,,3
False,referral,social,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,display,referral,,,3
False,email,referral,,,,3
False,social,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,display,referral,,,,3
False,referral,referral,referral,,,3
False,display,email,referral,referral,,3
False,referral,referral,display,referral,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,social,referral,email,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,display,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,referral,,,3
False,referral,referral,display,display,,3
False,social,referral,,,,3
False,referral,referral,,,,3
False,email,social,,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,email,display,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,social,display,referral,,3
False,referral,referral,,,,3
False,referral,organic_search,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,email,email,referral,referral,,3
False,referral,referral,referral,,,3
False,social,referral,referral,,,3
False,referral,referral,display,display,,3
False,referral,referral,,,,3
False,display,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,social,,3
False,referral,referral,referral,,,3
False,referral,social,referral,referral,,3
False,social,,,,,3
False,referral,referral,referral,social,referral,3
False,paid_search,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,email,referral,,3
False,referral,referral,,,,3
False,referral,referral,display,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,display,referral,referral,,,3
False,email,referral,referral,,,3
False,referral,social,referral,referral,,3
False,display,referral,referral,,,3
False,referral,referral,referral,email,,3
False,social,referral,referral,referral,referral,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,social,referral,,3
False,referral,referral,referral,referral,,3
False,display,email,social,referral,,3
False,referral,social,,,,3
False,referral,referral,referral,,,3
False,social,referral,referral,,,3
False,social,referral,referral,referral,,3
False,referral,referral,referral,display,referral,3
False,referral,referral,referral,,,3
False,referral,referral,email,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,email,referral,referral,referral,,3
False,email,referral,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,display,referral,referral,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,display,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,referral,paid_search,,,3
False,social,display,,,,3
False,referral,referral,social,,,3
False,social,referral,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,,,,,3
False,display,referral,referral,referral,,3
False,referral,social,referral,,,3
False,referral,referral,referral,,,3
False,paid_search,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,social,referral,referral,3
False,referral,referral,,,,3
False,paid_search,email,referral,referral,referral,3
False,referral,referral,referral,,,3
False,referral,social,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,display,referral,,,,3
False,referral,referral,social,email,,3
False,referral,referral,,,,3
False,email,referral,social,referral,,3
False,referral,email,,,,3
False,social,display,referral,email,referral,3
False,referral,referral,referral,social,,3
False,referral,referral,email,referral,referral,3
False,referral,email,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,email,referral,referral,,,3
False,referral,paid_search,referral,referral,referral,3
False,referral,,,,,3
False,referral,social,referral,,,3
False,display,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,display,referral,,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,email,referral,,3
False,social,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,email,,,3
False,referral,,,,,3
False,referral,display,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,social,,,,3
False,email,referral,,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,social,referral,3
False,email,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,display,,,,3
False,referral,referral,referral,,,3
False,social,display,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,display,referral,3
False,referral,display,referral,,,3
False,social,referral,referral,,,3
False,referral,referral,referral,,,3
False,display,referral,referral,,,3
False,referral,referral,,,,3
False,referral,email,social,referral,,3
False,referral,referral,social,social,referral,3
False,referral,display,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,referral,referral,,3
False,display,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,display,display,referral,,,3
False,referral,referral,social,referral,,3
False,referral,social,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,referral,social,3
False,referral,,,,,3
False,referral,email,referral,,,3
False,social,referral,,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,social,referral,,,,3
False,referral,email,referral,,,3
False,display,,,,,3
False,referral,referral,display,referral,referral,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,paid_search,referral,referral,referral,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,social,referral,referral,,,3
False,referral,referral,,,,3
False,referral,display,referral,referral,,3
False,referral,referral,paid_search,display,,3
False,display,referral,referral,,,3
False,referral,referral,display,referral,referral,3
False,referral,,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,social,,,3
False,referral,referral,referral,,,3
False,referral,referral,display,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,paid_search,social,referral,3
False,referral,social,,,,3
False,referral,referral,,,,3
False,referral,paid_search,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,social,email,,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,display,social,,3
False,referral,,,,,3
False,referral,email,referral,,,3
False,email,referral,organic_search,,,3
False,social,email,referral,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,social,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,display,,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,,3
False,referral,display,social,paid_search,,3
False,referral,display,social,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,social,referral,,,,3
False,referral,referral,,,,3
False,referral,social,referral,,,3
False,referral,referral,referral,,,3
False,display,referral,referral,,,3
False,referral,referral,social,,,3
False,referral,social,,,,3
False,referral,,,,,3
False,referral,social,email,referral,,3
False,referral,display,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,display,,3
False,social,social,email,referral,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,display,referral,,,,3
False,referral,referral,display,,,3
False,email,referral,,,,3
False,referral,social,referral,,,3
False,referral,referral,social,referral,,3
False,referral,referral,referral,,,3
False,referral,display,referral,,,3
False,display,referral,referral,email,referral,3
False,referral,referral,referral,referral,,3
False,referral,display,referral,referral,referral,3
False,referral,referral,referral,,,3
False,paid_search,referral,,,,3
False,referral,social,referral,referral,referral,3
False,referral,referral,,,,3
False,social,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,display,social,referral,,,3
False,referral,display,,,,3
False,referral,referral,display,,,3
False,referral,referral,social,social,,3
False,display,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,paid_search,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,email,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,display,paid_search,referral,,3
False,referral,social,social,,,3
False,referral,email,referral,,,3
False,social,referral,,,,3
False,display,referral,referral,,,3
False,referral,referral,referral,,,3
False,display,referral,,,,3
False,referral,email,,,,3
False,display,referral,,,,3
False,display,referral,referral,referral,,3
False,referral,referral,email,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,referral,display,referral,,3
False,display,display,referral,,,3
False,email,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,referral,referral,3
False,referral,referral,referral,social,,3
False,email,social,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,,3
False,display,social,,,,3
False,referral,referral,,,,3
False,display,referral,referral,,,3
False,referral,social,referral,referral,,3
False,display,paid_search,social,referral,,3
False,referral,referral,,,,3
False,referral,display,referral,,,3
False,referral,referral,referral,,,3
False,referral,paid_search,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,referral,email,referral,referral,3
False,referral,referral,social,referral,,3
False,referral,referral,,,,3
False,referral,social,display,referral,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,display,referral,,,3
False,referral,display,referral,,,3
False,referral,social,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,email,referral,,,3
False,referral,social,referral,,,3
False,referral,email,social,,,3
False,referral,referral,referral,referral,referral,3
False,referral,,,,,3
False,referral,display,display,display,referral,3
False,referral,referral,referral,email,,3
False,referral,email,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,email,referral,display,referral,3
False,social,display,display,referral,,3
False,referral,display,referral,,,3
False,referral,social,referral,,,3
False,referral,referral,referral,referral,referral,3
False,referral,social,referral,,,3
False,display,referral,referral,,,3
False,email,email,referral,,,3
False,display,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,display,paid_search,,,,3
False,referral,social,referral,social,,3
False,referral,,,,,3
False,email,referral,email,referral,,3
False,referral,social,referral,,,3
False,referral,email,referral,,,3
False,referral,referral,,,,3
False,referral,referral,display,referral,,3
False,referral,referral,display,referral,,3
False,display,referral,,,,3
False,referral,display,referral,referral,,3
False,referral,email,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,,,3
False,referral,referral,,,,3
False,referral,referral,social,referral,referral,3
False,email,referral,,,,3
False,display,referral,referral,referral,referral,3
False,referral,referral,email,,,3
False,referral,display,referral,referral,,3
False,referral,,,,,3
False,referral,email,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,social,social,email,3
False,referral,display,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,paid_search,,,,3
False,email,referral,referral,,,3
False,display,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,social,referral,,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,social,display,referral,referral,3
False,referral,social,referral,,,3
False,email,referral,referral,,,3
False,referral,referral,social,,,3
False,referral,referral,referral,,,3
False,referral,social,referral,,,3
False,referral,display,referral,display,referral,3
False,referral,social,referral,referral,,3
False,referral,email,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,display,referral,referral,,,3
False,referral,referral,paid_search,referral,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,referral,social,referral,,3
False,referral,social,email,referral,referral,3
False,referral,social,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,referral,,3
False,social,referral,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,display,,,,3
False,referral,referral,referral,,,3
False,referral,display,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,email,display,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,referral,email,referral,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,referral,,3
False,referral,,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,social,social,referral,,,3
False,referral,referral,referral,social,referral,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,referral,referral,social,social,referral,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,display,referral,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,,,,,3
False,referral,social,referral,,,3
False,referral,referral,display,referral,referral,3
False,referral,referral,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,referral,,,3
False,display,referral,,,,3
False,referral,social,referral,referral,,3
False,referral,,,,,3
False,referral,referral,referral,referral,,3
False,referral,,,,,3
False,email,social,referral,,,3
False,referral,,,,,3
False,social,social,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,email,referral,referral,3
False,referral,social,,,,3
False,referral,referral,email,,,3
False,referral,email,email,referral,referral,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,referral,referral,email,referral,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,,,,,3
False,referral,email,,,,3
False,social,referral,referral,paid_search,referral,3
False,display,referral,referral,referral,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,social,referral,,,3
False,social,email,referral,referral,,3
False,referral,display,referral,referral,referral,3
False,email,email,referral,,,3
False,referral,email,referral,referral,,3
False,referral,display,referral,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,referral,referral,,,,3
False,display,referral,,,,3
False,referral,social,referral,,,3
False,referral,,,,,3
False,referral,referral,referral,,,3
False,referral,referral,,,,3
False,referral,referral,referral,referral,referral,3
False,referral,,,,,3
